,id,filepath,label
53,pop,gtzan_music_speech/music_speech/music_wav/pop.wav,0
54,prodigy,gtzan_music_speech/music_speech/music_wav/prodigy.wav,0
55,redhot,gtzan_music_speech/music_speech/music_wav/redhot.wav,0
56,rock,gtzan_music_speech/music_speech/music_wav/rock.wav,0
57,rock2,gtzan_music_speech/music_speech/music_wav/rock2.wav,0
58,russo,gtzan_music_speech/music_speech/music_wav/russo.wav,0
59,tony,gtzan_music_speech/music_speech/music_wav/tony.wav,0
60,u2,gtzan_music_speech/music_speech/music_wav/u2.wav,0
61,unpoco,gtzan_music_speech/music_speech/music_wav/unpoco.wav,0
62,vlobos,gtzan_music_speech/music_speech/music_wav/vlobos.wav,0
63,winds,gtzan_music_speech/music_speech/music_wav/winds.wav,0
64,acomic,gtzan_music_speech/music_speech/speech_wav/acomic.wav,1
65,acomic2,gtzan_music_speech/music_speech/speech_wav/acomic2.wav,1
66,allison,gtzan_music_speech/music_speech/speech_wav/allison.wav,1
67,amal,gtzan_music_speech/music_speech/speech_wav/amal.wav,1
68,austria,gtzan_music_speech/music_speech/speech_wav/austria.wav,1
69,bathroom1,gtzan_music_speech/music_speech/speech_wav/bathroom1.wav,1
70,chant,gtzan_music_speech/music_speech/speech_wav/chant.wav,1
71,charles,gtzan_music_speech/music_speech/speech_wav/charles.wav,1
72,china,gtzan_music_speech/music_speech/speech_wav/china.wav,1
73,comedy,gtzan_music_speech/music_speech/speech_wav/comedy.wav,1
74,comedy1,gtzan_music_speech/music_speech/speech_wav/comedy1.wav,1
75,conversion,gtzan_music_speech/music_speech/speech_wav/conversion.wav,1
76,danie,gtzan_music_speech/music_speech/speech_wav/danie.wav,1
77,danie1,gtzan_music_speech/music_speech/speech_wav/danie1.wav,1
78,dialogue,gtzan_music_speech/music_speech/speech_wav/dialogue.wav,1
79,dialogue1,gtzan_music_speech/music_speech/speech_wav/dialogue1.wav,1
80,dialogue2,gtzan_music_speech/music_speech/speech_wav/dialogue2.wav,1
81,diamond,gtzan_music_speech/music_speech/speech_wav/diamond.wav,1
82,ellhnika,gtzan_music_speech/music_speech/speech_wav/ellhnika.wav,1
83,emil,gtzan_music_speech/music_speech/speech_wav/emil.wav,1
84,fem_rock,gtzan_music_speech/music_speech/speech_wav/fem_rock.wav,1
85,female,gtzan_music_speech/music_speech/speech_wav/female.wav,1
86,fire,gtzan_music_speech/music_speech/speech_wav/fire.wav,1
87,geography,gtzan_music_speech/music_speech/speech_wav/geography.wav,1
88,geography1,gtzan_music_speech/music_speech/speech_wav/geography1.wav,1
89,georg,gtzan_music_speech/music_speech/speech_wav/georg.wav,1
90,god,gtzan_music_speech/music_speech/speech_wav/god.wav,1
91,greek,gtzan_music_speech/music_speech/speech_wav/greek.wav,1
92,greek1,gtzan_music_speech/music_speech/speech_wav/greek1.wav,1
93,india,gtzan_music_speech/music_speech/speech_wav/india.wav,1
94,jony,gtzan_music_speech/music_speech/speech_wav/jony.wav,1
95,jvoice,gtzan_music_speech/music_speech/speech_wav/jvoice.wav,1
96,kedar,gtzan_music_speech/music_speech/speech_wav/kedar.wav,1
97,kid,gtzan_music_speech/music_speech/speech_wav/kid.wav,1
98,lena,gtzan_music_speech/music_speech/speech_wav/lena.wav,1
99,male,gtzan_music_speech/music_speech/speech_wav/male.wav,1
100,my_voice,gtzan_music_speech/music_speech/speech_wav/my_voice.wav,1
101,nether,gtzan_music_speech/music_speech/speech_wav/nether.wav,1
102,news1,gtzan_music_speech/music_speech/speech_wav/news1.wav,1
103,news2,gtzan_music_speech/music_speech/speech_wav/news2.wav,1
104,nj105,gtzan_music_speech/music_speech/speech_wav/nj105.wav,1
105,nj105a,gtzan_music_speech/music_speech/speech_wav/nj105a.wav,1
106,oneday,gtzan_music_speech/music_speech/speech_wav/oneday.wav,1
107,psychic,gtzan_music_speech/music_speech/speech_wav/psychic.wav,1
108,pulp,gtzan_music_speech/music_speech/speech_wav/pulp.wav,1
109,pulp1,gtzan_music_speech/music_speech/speech_wav/pulp1.wav,1
110,pulp2,gtzan_music_speech/music_speech/speech_wav/pulp2.wav,1
111,relation,gtzan_music_speech/music_speech/speech_wav/relation.wav,1
112,serbian,gtzan_music_speech/music_speech/speech_wav/serbian.wav,1
113,shannon,gtzan_music_speech/music_speech/speech_wav/shannon.wav,1
114,sleep,gtzan_music_speech/music_speech/speech_wav/sleep.wav,1
115,smoke1,gtzan_music_speech/music_speech/speech_wav/smoke1.wav,1
116,smoking,gtzan_music_speech/music_speech/speech_wav/smoking.wav,1
117,stupid,gtzan_music_speech/music_speech/speech_wav/stupid.wav,1
118,teachers,gtzan_music_speech/music_speech/speech_wav/teachers.wav,1
119,teachers1,gtzan_music_speech/music_speech/speech_wav/teachers1.wav,1
120,teachers2,gtzan_music_speech/music_speech/speech_wav/teachers2.wav,1
121,thlui,gtzan_music_speech/music_speech/speech_wav/thlui.wav,1
122,undergrad,gtzan_music_speech/music_speech/speech_wav/undergrad.wav,1
123,vegetables,gtzan_music_speech/music_speech/speech_wav/vegetables.wav,1
124,vegetables1,gtzan_music_speech/music_speech/speech_wav/vegetables1.wav,1
125,vegetables2,gtzan_music_speech/music_speech/speech_wav/vegetables2.wav,1
126,voice,gtzan_music_speech/music_speech/speech_wav/voice.wav,1
127,voices,gtzan_music_speech/music_speech/speech_wav/voices.wav,1
