,id,filepath,label,fold
91,101729-0-0-40,fold9/101729-0-0-40.wav,0,9
92,101729-0-0-6,fold9/101729-0-0-6.wav,0,9
93,101729-0-0-9,fold9/101729-0-0-9.wav,0,9
94,101848-9-0-0,fold7/101848-9-0-0.wav,9,7
95,101848-9-0-1,fold7/101848-9-0-1.wav,9,7
96,101848-9-0-2,fold7/101848-9-0-2.wav,9,7
97,101848-9-0-3,fold7/101848-9-0-3.wav,9,7
98,101848-9-0-8,fold7/101848-9-0-8.wav,9,7
99,101848-9-0-9,fold7/101848-9-0-9.wav,9,7
100,102102-3-0-0,fold4/102102-3-0-0.wav,3,4
101,102103-3-0-0,fold10/102103-3-0-0.wav,3,10
102,102103-3-1-0,fold10/102103-3-1-0.wav,3,10
103,102104-3-0-0,fold2/102104-3-0-0.wav,3,2
104,102105-3-0-0,fold3/102105-3-0-0.wav,3,3
105,102106-3-0-0,fold1/102106-3-0-0.wav,3,1
106,102305-6-0-0,fold1/102305-6-0-0.wav,6,1
107,102547-3-0-2,fold5/102547-3-0-2.wav,3,5
108,102547-3-0-7,fold5/102547-3-0-7.wav,3,5
109,102547-3-0-8,fold5/102547-3-0-8.wav,3,5
110,102842-3-0-1,fold1/102842-3-0-1.wav,3,1
111,102842-3-1-0,fold1/102842-3-1-0.wav,3,1
112,102842-3-1-5,fold1/102842-3-1-5.wav,3,1
113,102842-3-1-6,fold1/102842-3-1-6.wav,3,1
114,102853-8-0-0,fold7/102853-8-0-0.wav,8,7
115,102853-8-0-1,fold7/102853-8-0-1.wav,8,7
116,102853-8-0-2,fold7/102853-8-0-2.wav,8,7
117,102853-8-0-3,fold7/102853-8-0-3.wav,8,7
118,102853-8-0-4,fold7/102853-8-0-4.wav,8,7
119,102853-8-0-5,fold7/102853-8-0-5.wav,8,7
120,102853-8-0-6,fold7/102853-8-0-6.wav,8,7
121,102853-8-1-0,fold7/102853-8-1-0.wav,8,7
122,102857-5-0-0,fold10/102857-5-0-0.wav,5,10
123,102857-5-0-1,fold10/102857-5-0-1.wav,5,10
124,102857-5-0-10,fold10/102857-5-0-10.wav,5,10
125,102857-5-0-11,fold10/102857-5-0-11.wav,5,10
126,102857-5-0-12,fold10/102857-5-0-12.wav,5,10
127,102857-5-0-13,fold10/102857-5-0-13.wav,5,10
128,102857-5-0-14,fold10/102857-5-0-14.wav,5,10
129,102857-5-0-15,fold10/102857-5-0-15.wav,5,10
130,102857-5-0-16,fold10/102857-5-0-16.wav,5,10
131,102857-5-0-17,fold10/102857-5-0-17.wav,5,10
132,102857-5-0-18,fold10/102857-5-0-18.wav,5,10
133,102857-5-0-19,fold10/102857-5-0-19.wav,5,10
134,102857-5-0-2,fold10/102857-5-0-2.wav,5,10
135,102857-5-0-20,fold10/102857-5-0-20.wav,5,10
136,102857-5-0-21,fold10/102857-5-0-21.wav,5,10
137,102857-5-0-22,fold10/102857-5-0-22.wav,5,10
138,102857-5-0-23,fold10/102857-5-0-23.wav,5,10
139,102857-5-0-24,fold10/102857-5-0-24.wav,5,10
140,102857-5-0-25,fold10/102857-5-0-25.wav,5,10
141,102857-5-0-26,fold10/102857-5-0-26.wav,5,10
142,102857-5-0-27,fold10/102857-5-0-27.wav,5,10
143,102857-5-0-28,fold10/102857-5-0-28.wav,5,10
144,102857-5-0-29,fold10/102857-5-0-29.wav,5,10
145,102857-5-0-3,fold10/102857-5-0-3.wav,5,10
146,102857-5-0-30,fold10/102857-5-0-30.wav,5,10
147,102857-5-0-4,fold10/102857-5-0-4.wav,5,10
148,102857-5-0-5,fold10/102857-5-0-5.wav,5,10
149,102857-5-0-6,fold10/102857-5-0-6.wav,5,10
150,102857-5-0-7,fold10/102857-5-0-7.wav,5,10
151,102857-5-0-8,fold10/102857-5-0-8.wav,5,10
152,102857-5-0-9,fold10/102857-5-0-9.wav,5,10
153,102858-5-0-0,fold2/102858-5-0-0.wav,5,2
154,102858-5-0-1,fold2/102858-5-0-1.wav,5,2
155,102871-8-0-0,fold2/102871-8-0-0.wav,8,2
156,102871-8-0-1,fold2/102871-8-0-1.wav,8,2
157,102871-8-0-10,fold2/102871-8-0-10.wav,8,2
158,102871-8-0-11,fold2/102871-8-0-11.wav,8,2
159,102871-8-0-12,fold2/102871-8-0-12.wav,8,2
160,102871-8-0-13,fold2/102871-8-0-13.wav,8,2
161,102871-8-0-14,fold2/102871-8-0-14.wav,8,2
162,102871-8-0-15,fold2/102871-8-0-15.wav,8,2
163,102871-8-0-2,fold2/102871-8-0-2.wav,8,2
164,102871-8-0-3,fold2/102871-8-0-3.wav,8,2
165,102871-8-0-4,fold2/102871-8-0-4.wav,8,2
166,102871-8-0-5,fold2/102871-8-0-5.wav,8,2
167,102871-8-0-6,fold2/102871-8-0-6.wav,8,2
168,102871-8-0-7,fold2/102871-8-0-7.wav,8,2
169,102871-8-0-8,fold2/102871-8-0-8.wav,8,2
170,102871-8-0-9,fold2/102871-8-0-9.wav,8,2
171,103074-7-0-0,fold1/103074-7-0-0.wav,7,1
172,103074-7-0-1,fold1/103074-7-0-1.wav,7,1
173,103074-7-0-2,fold1/103074-7-0-2.wav,7,1
174,103074-7-1-0,fold1/103074-7-1-0.wav,7,1
175,103074-7-1-1,fold1/103074-7-1-1.wav,7,1
176,103074-7-1-2,fold1/103074-7-1-2.wav,7,1
177,103074-7-1-3,fold1/103074-7-1-3.wav,7,1
178,103074-7-1-4,fold1/103074-7-1-4.wav,7,1
179,103074-7-1-5,fold1/103074-7-1-5.wav,7,1
180,103074-7-1-6,fold1/103074-7-1-6.wav,7,1
181,103074-7-2-0,fold1/103074-7-2-0.wav,7,1
182,103074-7-3-0,fold1/103074-7-3-0.wav,7,1
183,103074-7-3-1,fold1/103074-7-3-1.wav,7,1
184,103074-7-3-2,fold1/103074-7-3-2.wav,7,1
185,103074-7-3-3,fold1/103074-7-3-3.wav,7,1
186,103074-7-4-0,fold1/103074-7-4-0.wav,7,1
187,103074-7-4-1,fold1/103074-7-4-1.wav,7,1
188,103074-7-4-2,fold1/103074-7-4-2.wav,7,1
189,103074-7-4-3,fold1/103074-7-4-3.wav,7,1
190,103074-7-4-4,fold1/103074-7-4-4.wav,7,1
191,103074-7-4-5,fold1/103074-7-4-5.wav,7,1
192,103074-7-4-6,fold1/103074-7-4-6.wav,7,1
193,103076-3-0-0,fold8/103076-3-0-0.wav,3,8
194,103076-3-1-0,fold8/103076-3-1-0.wav,3,8
195,103076-3-2-0,fold8/103076-3-2-0.wav,3,8
196,103199-4-0-0,fold3/103199-4-0-0.wav,4,3
197,103199-4-0-3,fold3/103199-4-0-3.wav,4,3
198,103199-4-0-4,fold3/103199-4-0-4.wav,4,3
199,103199-4-0-5,fold3/103199-4-0-5.wav,4,3
200,103199-4-0-6,fold3/103199-4-0-6.wav,4,3
201,103199-4-1-0,fold3/103199-4-1-0.wav,4,3
202,103199-4-2-0,fold3/103199-4-2-0.wav,4,3
203,103199-4-2-1,fold3/103199-4-2-1.wav,4,3
204,103199-4-2-10,fold3/103199-4-2-10.wav,4,3
205,103199-4-2-11,fold3/103199-4-2-11.wav,4,3
206,103199-4-2-2,fold3/103199-4-2-2.wav,4,3
207,103199-4-2-3,fold3/103199-4-2-3.wav,4,3
208,103199-4-2-4,fold3/103199-4-2-4.wav,4,3
209,103199-4-2-5,fold3/103199-4-2-5.wav,4,3
210,103199-4-2-6,fold3/103199-4-2-6.wav,4,3
211,103199-4-2-7,fold3/103199-4-2-7.wav,4,3
212,103199-4-2-8,fold3/103199-4-2-8.wav,4,3
213,103199-4-2-9,fold3/103199-4-2-9.wav,4,3
214,103199-4-4-0,fold3/103199-4-4-0.wav,4,3
215,103199-4-6-0,fold3/103199-4-6-0.wav,4,3
216,103199-4-7-2,fold3/103199-4-7-2.wav,4,3
217,103249-5-0-0,fold9/103249-5-0-0.wav,5,9
218,103249-5-0-1,fold9/103249-5-0-1.wav,5,9
219,103249-5-0-10,fold9/103249-5-0-10.wav,5,9
220,103249-5-0-11,fold9/103249-5-0-11.wav,5,9
221,103249-5-0-12,fold9/103249-5-0-12.wav,5,9
222,103249-5-0-13,fold9/103249-5-0-13.wav,5,9
223,103249-5-0-14,fold9/103249-5-0-14.wav,5,9
224,103249-5-0-15,fold9/103249-5-0-15.wav,5,9
225,103249-5-0-16,fold9/103249-5-0-16.wav,5,9
226,103249-5-0-17,fold9/103249-5-0-17.wav,5,9
227,103249-5-0-18,fold9/103249-5-0-18.wav,5,9
228,103249-5-0-19,fold9/103249-5-0-19.wav,5,9
229,103249-5-0-2,fold9/103249-5-0-2.wav,5,9
230,103249-5-0-3,fold9/103249-5-0-3.wav,5,9
231,103249-5-0-4,fold9/103249-5-0-4.wav,5,9
232,103249-5-0-5,fold9/103249-5-0-5.wav,5,9
233,103249-5-0-6,fold9/103249-5-0-6.wav,5,9
234,103249-5-0-7,fold9/103249-5-0-7.wav,5,9
235,103249-5-0-8,fold9/103249-5-0-8.wav,5,9
236,103249-5-0-9,fold9/103249-5-0-9.wav,5,9
237,103258-5-0-0,fold1/103258-5-0-0.wav,5,1
238,103258-5-0-1,fold1/103258-5-0-1.wav,5,1
239,103258-5-0-10,fold1/103258-5-0-10.wav,5,1
240,103258-5-0-11,fold1/103258-5-0-11.wav,5,1
241,103258-5-0-12,fold1/103258-5-0-12.wav,5,1
242,103258-5-0-13,fold1/103258-5-0-13.wav,5,1
243,103258-5-0-14,fold1/103258-5-0-14.wav,5,1
244,103258-5-0-15,fold1/103258-5-0-15.wav,5,1
245,103258-5-0-16,fold1/103258-5-0-16.wav,5,1
246,103258-5-0-17,fold1/103258-5-0-17.wav,5,1
247,103258-5-0-18,fold1/103258-5-0-18.wav,5,1
248,103258-5-0-19,fold1/103258-5-0-19.wav,5,1
249,103258-5-0-2,fold1/103258-5-0-2.wav,5,1
250,103258-5-0-3,fold1/103258-5-0-3.wav,5,1
251,103258-5-0-4,fold1/103258-5-0-4.wav,5,1
252,103258-5-0-5,fold1/103258-5-0-5.wav,5,1
253,103258-5-0-6,fold1/103258-5-0-6.wav,5,1
254,103258-5-0-7,fold1/103258-5-0-7.wav,5,1
255,103258-5-0-8,fold1/103258-5-0-8.wav,5,1
256,103258-5-0-9,fold1/103258-5-0-9.wav,5,1
257,103357-4-0-0,fold3/103357-4-0-0.wav,4,3
258,103357-4-0-1,fold3/103357-4-0-1.wav,4,3
259,103438-5-0-0,fold10/103438-5-0-0.wav,5,10
260,103438-5-0-1,fold10/103438-5-0-1.wav,5,10
261,103438-5-0-2,fold10/103438-5-0-2.wav,5,10
262,104327-2-0-15,fold6/104327-2-0-15.wav,2,6
263,104327-2-0-19,fold6/104327-2-0-19.wav,2,6
264,104327-2-0-26,fold6/104327-2-0-26.wav,2,6
265,104327-2-0-28,fold6/104327-2-0-28.wav,2,6
266,104327-2-0-3,fold6/104327-2-0-3.wav,2,6
267,104327-2-0-30,fold6/104327-2-0-30.wav,2,6
268,104327-2-0-34,fold6/104327-2-0-34.wav,2,6
269,104327-2-0-4,fold6/104327-2-0-4.wav,2,6
270,104421-2-0-1,fold5/104421-2-0-1.wav,2,5
271,104421-2-0-15,fold5/104421-2-0-15.wav,2,5
272,104421-2-0-20,fold5/104421-2-0-20.wav,2,5
273,104421-2-0-29,fold5/104421-2-0-29.wav,2,5
274,104421-2-0-3,fold5/104421-2-0-3.wav,2,5
275,104421-2-0-5,fold5/104421-2-0-5.wav,2,5
276,104421-2-0-7,fold5/104421-2-0-7.wav,2,5
277,104421-2-1-3,fold5/104421-2-1-3.wav,2,5
278,104625-4-0-15,fold7/104625-4-0-15.wav,4,7
279,104625-4-0-21,fold7/104625-4-0-21.wav,4,7
280,104625-4-0-27,fold7/104625-4-0-27.wav,4,7
281,104625-4-0-29,fold7/104625-4-0-29.wav,4,7
282,104625-4-0-3,fold7/104625-4-0-3.wav,4,7
283,104625-4-0-35,fold7/104625-4-0-35.wav,4,7
284,104625-4-0-40,fold7/104625-4-0-40.wav,4,7
285,104625-4-0-41,fold7/104625-4-0-41.wav,4,7
286,104625-4-0-45,fold7/104625-4-0-45.wav,4,7
287,104625-4-0-48,fold7/104625-4-0-48.wav,4,7
288,104625-4-0-51,fold7/104625-4-0-51.wav,4,7
289,104625-4-0-52,fold7/104625-4-0-52.wav,4,7
290,104625-4-0-53,fold7/104625-4-0-53.wav,4,7
291,104625-4-0-55,fold7/104625-4-0-55.wav,4,7
292,104625-4-0-57,fold7/104625-4-0-57.wav,4,7
293,104625-4-0-66,fold7/104625-4-0-66.wav,4,7
294,104625-4-1-20,fold7/104625-4-1-20.wav,4,7
295,104625-4-1-8,fold7/104625-4-1-8.wav,4,7
296,104817-4-0-0,fold2/104817-4-0-0.wav,4,2
297,104817-4-0-1,fold2/104817-4-0-1.wav,4,2
298,104817-4-0-10,fold2/104817-4-0-10.wav,4,2
299,104817-4-0-11,fold2/104817-4-0-11.wav,4,2
300,104817-4-0-2,fold2/104817-4-0-2.wav,4,2
301,104817-4-0-3,fold2/104817-4-0-3.wav,4,2
302,104817-4-0-4,fold2/104817-4-0-4.wav,4,2
303,104817-4-0-5,fold2/104817-4-0-5.wav,4,2
304,104817-4-0-6,fold2/104817-4-0-6.wav,4,2
305,104817-4-0-7,fold2/104817-4-0-7.wav,4,2
306,104817-4-0-8,fold2/104817-4-0-8.wav,4,2
307,104817-4-0-9,fold2/104817-4-0-9.wav,4,2
308,104998-7-0-5,fold5/104998-7-0-5.wav,7,5
309,104998-7-10-1,fold5/104998-7-10-1.wav,7,5
310,104998-7-10-10,fold5/104998-7-10-10.wav,7,5
311,104998-7-10-13,fold5/104998-7-10-13.wav,7,5
312,104998-7-10-15,fold5/104998-7-10-15.wav,7,5
313,104998-7-10-8,fold5/104998-7-10-8.wav,7,5
314,104998-7-10-9,fold5/104998-7-10-9.wav,7,5
315,104998-7-11-0,fold5/104998-7-11-0.wav,7,5
316,104998-7-11-2,fold5/104998-7-11-2.wav,7,5
317,104998-7-12-2,fold5/104998-7-12-2.wav,7,5
318,104998-7-14-1,fold5/104998-7-14-1.wav,7,5
319,104998-7-14-5,fold5/104998-7-14-5.wav,7,5
320,104998-7-14-6,fold5/104998-7-14-6.wav,7,5
321,104998-7-15-1,fold5/104998-7-15-1.wav,7,5
322,104998-7-15-3,fold5/104998-7-15-3.wav,7,5
323,104998-7-15-5,fold5/104998-7-15-5.wav,7,5
324,104998-7-15-9,fold5/104998-7-15-9.wav,7,5
325,104998-7-16-0,fold5/104998-7-16-0.wav,7,5
326,104998-7-16-10,fold5/104998-7-16-10.wav,7,5
327,104998-7-16-11,fold5/104998-7-16-11.wav,7,5
328,104998-7-16-5,fold5/104998-7-16-5.wav,7,5
329,104998-7-16-6,fold5/104998-7-16-6.wav,7,5
330,104998-7-16-7,fold5/104998-7-16-7.wav,7,5
331,104998-7-17-0,fold5/104998-7-17-0.wav,7,5
332,104998-7-17-1,fold5/104998-7-17-1.wav,7,5
333,104998-7-17-12,fold5/104998-7-17-12.wav,7,5
334,104998-7-17-14,fold5/104998-7-17-14.wav,7,5
335,104998-7-17-4,fold5/104998-7-17-4.wav,7,5
336,104998-7-17-7,fold5/104998-7-17-7.wav,7,5
337,104998-7-17-8,fold5/104998-7-17-8.wav,7,5
338,104998-7-18-12,fold5/104998-7-18-12.wav,7,5
339,104998-7-18-13,fold5/104998-7-18-13.wav,7,5
340,104998-7-18-3,fold5/104998-7-18-3.wav,7,5
341,104998-7-18-9,fold5/104998-7-18-9.wav,7,5
342,104998-7-19-0,fold5/104998-7-19-0.wav,7,5
343,104998-7-19-3,fold5/104998-7-19-3.wav,7,5
344,104998-7-19-6,fold5/104998-7-19-6.wav,7,5
345,104998-7-19-7,fold5/104998-7-19-7.wav,7,5
346,104998-7-19-8,fold5/104998-7-19-8.wav,7,5
347,104998-7-19-9,fold5/104998-7-19-9.wav,7,5
348,104998-7-2-4,fold5/104998-7-2-4.wav,7,5
349,104998-7-2-5,fold5/104998-7-2-5.wav,7,5
350,104998-7-2-6,fold5/104998-7-2-6.wav,7,5
351,104998-7-3-1,fold5/104998-7-3-1.wav,7,5
352,104998-7-7-0,fold5/104998-7-7-0.wav,7,5
353,104998-7-7-1,fold5/104998-7-7-1.wav,7,5
354,104998-7-7-4,fold5/104998-7-7-4.wav,7,5
355,104998-7-7-7,fold5/104998-7-7-7.wav,7,5
356,104998-7-7-9,fold5/104998-7-7-9.wav,7,5
357,104998-7-8-13,fold5/104998-7-8-13.wav,7,5
358,104998-7-8-14,fold5/104998-7-8-14.wav,7,5
359,104998-7-8-15,fold5/104998-7-8-15.wav,7,5
360,104998-7-8-17,fold5/104998-7-8-17.wav,7,5
361,104998-7-8-4,fold5/104998-7-8-4.wav,7,5
362,104998-7-8-6,fold5/104998-7-8-6.wav,7,5
363,104998-7-8-7,fold5/104998-7-8-7.wav,7,5
364,104998-7-9-0,fold5/104998-7-9-0.wav,7,5
365,104998-7-9-13,fold5/104998-7-9-13.wav,7,5
366,104998-7-9-9,fold5/104998-7-9-9.wav,7,5
367,105029-7-0-0,fold9/105029-7-0-0.wav,7,9
368,105029-7-0-1,fold9/105029-7-0-1.wav,7,9
369,105029-7-0-2,fold9/105029-7-0-2.wav,7,9
370,105029-7-0-3,fold9/105029-7-0-3.wav,7,9
371,105029-7-0-4,fold9/105029-7-0-4.wav,7,9
372,105029-7-0-5,fold9/105029-7-0-5.wav,7,9
373,105029-7-0-6,fold9/105029-7-0-6.wav,7,9
374,105029-7-1-0,fold9/105029-7-1-0.wav,7,9
375,105029-7-1-1,fold9/105029-7-1-1.wav,7,9
376,105029-7-1-10,fold9/105029-7-1-10.wav,7,9
377,105029-7-1-11,fold9/105029-7-1-11.wav,7,9
378,105029-7-1-12,fold9/105029-7-1-12.wav,7,9
379,105029-7-1-13,fold9/105029-7-1-13.wav,7,9
380,105029-7-1-2,fold9/105029-7-1-2.wav,7,9
381,105029-7-1-3,fold9/105029-7-1-3.wav,7,9
382,105029-7-1-4,fold9/105029-7-1-4.wav,7,9
383,105029-7-1-5,fold9/105029-7-1-5.wav,7,9
384,105029-7-1-6,fold9/105029-7-1-6.wav,7,9
385,105029-7-1-7,fold9/105029-7-1-7.wav,7,9
386,105029-7-1-8,fold9/105029-7-1-8.wav,7,9
387,105029-7-1-9,fold9/105029-7-1-9.wav,7,9
388,105029-7-2-0,fold9/105029-7-2-0.wav,7,9
389,105029-7-2-1,fold9/105029-7-2-1.wav,7,9
390,105029-7-2-10,fold9/105029-7-2-10.wav,7,9
391,105029-7-2-11,fold9/105029-7-2-11.wav,7,9
392,105029-7-2-12,fold9/105029-7-2-12.wav,7,9
393,105029-7-2-13,fold9/105029-7-2-13.wav,7,9
394,105029-7-2-14,fold9/105029-7-2-14.wav,7,9
395,105029-7-2-15,fold9/105029-7-2-15.wav,7,9
396,105029-7-2-16,fold9/105029-7-2-16.wav,7,9
397,105029-7-2-2,fold9/105029-7-2-2.wav,7,9
398,105029-7-2-3,fold9/105029-7-2-3.wav,7,9
399,105029-7-2-4,fold9/105029-7-2-4.wav,7,9
400,105029-7-2-5,fold9/105029-7-2-5.wav,7,9
401,105029-7-2-6,fold9/105029-7-2-6.wav,7,9
402,105029-7-2-7,fold9/105029-7-2-7.wav,7,9
403,105029-7-2-8,fold9/105029-7-2-8.wav,7,9
404,105029-7-2-9,fold9/105029-7-2-9.wav,7,9
405,105029-7-3-0,fold9/105029-7-3-0.wav,7,9
406,105029-7-3-1,fold9/105029-7-3-1.wav,7,9
407,105029-7-3-2,fold9/105029-7-3-2.wav,7,9
408,105029-7-3-3,fold9/105029-7-3-3.wav,7,9
409,105029-7-3-4,fold9/105029-7-3-4.wav,7,9
410,105029-7-3-5,fold9/105029-7-3-5.wav,7,9
411,105029-7-3-6,fold9/105029-7-3-6.wav,7,9
412,105029-7-3-7,fold9/105029-7-3-7.wav,7,9
413,105029-7-4-0,fold9/105029-7-4-0.wav,7,9
414,105029-7-4-1,fold9/105029-7-4-1.wav,7,9
415,105029-7-4-2,fold9/105029-7-4-2.wav,7,9
416,105029-7-4-3,fold9/105029-7-4-3.wav,7,9
417,105088-3-0-10,fold9/105088-3-0-10.wav,3,9
418,105088-3-0-11,fold9/105088-3-0-11.wav,3,9
419,105088-3-0-19,fold9/105088-3-0-19.wav,3,9
420,105088-3-0-8,fold9/105088-3-0-8.wav,3,9
421,105289-8-0-0,fold7/105289-8-0-0.wav,8,7
422,105289-8-0-1,fold7/105289-8-0-1.wav,8,7
423,105289-8-0-2,fold7/105289-8-0-2.wav,8,7
424,105289-8-0-3,fold7/105289-8-0-3.wav,8,7
425,105289-8-0-4,fold7/105289-8-0-4.wav,8,7
426,105289-8-0-5,fold7/105289-8-0-5.wav,8,7
427,105289-8-1-0,fold7/105289-8-1-0.wav,8,7
428,105289-8-1-1,fold7/105289-8-1-1.wav,8,7
429,105289-8-1-2,fold7/105289-8-1-2.wav,8,7
430,105289-8-1-3,fold7/105289-8-1-3.wav,8,7
431,105289-8-1-4,fold7/105289-8-1-4.wav,8,7
432,105289-8-2-0,fold7/105289-8-2-0.wav,8,7
433,105289-8-2-1,fold7/105289-8-2-1.wav,8,7
434,105289-8-2-2,fold7/105289-8-2-2.wav,8,7
435,105289-8-2-3,fold7/105289-8-2-3.wav,8,7
436,105289-8-2-4,fold7/105289-8-2-4.wav,8,7
437,105289-8-2-5,fold7/105289-8-2-5.wav,8,7
438,105289-8-2-6,fold7/105289-8-2-6.wav,8,7
439,105289-8-2-7,fold7/105289-8-2-7.wav,8,7
440,105319-3-0-22,fold6/105319-3-0-22.wav,3,6
441,105319-3-0-29,fold6/105319-3-0-29.wav,3,6
442,105319-3-0-39,fold6/105319-3-0-39.wav,3,6
443,105415-2-0-1,fold1/105415-2-0-1.wav,2,1
444,105415-2-0-15,fold1/105415-2-0-15.wav,2,1
445,105415-2-0-19,fold1/105415-2-0-19.wav,2,1
446,105415-2-0-21,fold1/105415-2-0-21.wav,2,1
447,105415-2-0-24,fold1/105415-2-0-24.wav,2,1
448,105415-2-0-4,fold1/105415-2-0-4.wav,2,1
449,105415-2-0-6,fold1/105415-2-0-6.wav,2,1
